ANALS_TRGET_YEAR,ANALS_TRGET_MT,ONE_AREA_NM,TWO_AREA_NM,SETLER_BASE_MNURI_SETLE_FQ_CO,MRHST_BASE_MNURI_SETLE_FQ_CO,ALL_LON_FQ_CO,AGE_SEVEN_BELOW_LON_FQ_CO,AGE_THIRTEEN_BELOW_LON_FQ_CO,AGE_NINETEEN_BELOW_LON_FQ_CO,N20S_LON_FQ_CO,N30S_LON_FQ_CO,N40S_LON_FQ_CO,N50S_LON_FQ_CO,N60S_LON_FQ_CO,N70S_ABOVE_LON_FQ_CO
2019,09,경기도,동두천시,856,880,20591,982,2770,494,1188,3391,4396,1286,648,715
2019,10,경기도,동두천시,929,917,18447,953,2380,398,851,3043,3802,1073,576,646
2019,11,경기도,동두천시,949,984,15066,600,1774,409,780,2038,2920,1044,533,528
2019,12,경기도,동두천시,1702,1767,20351,770,2498,699,1091,3554,4247,1197,735,389
2019,02,경기도,부천시,1106,560,195596,7925,30382,10048,12699,41608,71921,13071,5674,2037
2019,03,경기도,부천시,2155,985,196851,9337,28290,8149,12980,44494,71159,13383,5864,2134
2019,04,경기도,부천시,1287,635,181857,9297,25131,5943,12246,42945,65131,12503,5103,1852
2019,05,경기도,부천시,1218,586,170577,8447,21667,7989,12228,39494,60632,12325,4768,1733
2019,06,경기도,부천시,1097,466,189705,9864,25132,7141,14350,44545,67145,13038,5437,1934
2019,07,경기도,부천시,1008,555,222865,11355,27831,12860,15192,50784,78797,14308,6136,2147
2019,08,경기도,부천시,1059,607,232815,11975,32038,12781,14248,55236,82403,14853,6296,2282
2019,09,경기도,부천시,919,458,174404,9512,21292,5795,11298,45478,61549,11935,5116,1650
2019,10,경기도,부천시,925,453,142424,8497,17773,5555,9218,35876,49033,9497,4103,1383
2019,11,경기도,부천시,1009,496,167510,10054,20776,6171,11184,43125,58285,10509,4860,1697
2019,12,경기도,부천시,2541,1325,177742,11065,21844,8234,12299,42999,61909,11567,5392,1927
2019,02,경기도,성남시 분당구,762,891,231677,26346,44358,9243,9564,33794,79978,17666,7218,3029
2019,03,경기도,성남시 분당구,1705,1586,256471,30509,45812,8208,9587,40281,90153,19836,7795,3293
2019,04,경기도,성남시 분당구,1158,1121,226349,28341,39682,5954,8427,36193,79081,17788,7198,3149
2019,05,경기도,성남시 분당구,1227,1275,209296,25831,34570,7057,7573,33364,71693,17234,6671,2786
2019,06,경기도,성남시 분당구,1149,1279,228836,29788,39250,6479,8146,36744,78172,17512,7367,2987
2019,07,경기도,성남시 분당구,1222,1435,256699,31575,43801,11780,9543,40228,87686,19482,8107,3311
2019,08,경기도,성남시 분당구,1583,2252,262056,33568,44065,10563,8886,42400,89281,19686,8749,3426
2019,09,경기도,성남시 분당구,773,1308,222836,32508,35055,6390,7405,38734,74145,16001,7551,2678
2019,10,경기도,성남시 분당구,658,963,229636,33996,36467,7208,7344,39998,76809,16648,7204,2987
2019,11,경기도,성남시 분당구,654,1052,223322,34045,35506,7378,7659,39297,73040,15457,7181,2772
2019,12,경기도,성남시 분당구,1469,2297,228107,35235,34760,8471,7771,40167,75054,15679,7334,2818
2019,02,경기도,성남시 수정구,839,847,29589,1772,4734,1261,1682,5481,9940,2630,1271,530
2019,03,경기도,성남시 수정구,1519,1599,33237,2508,4821,1182,1491,6068,11477,3026,1441,549
2019,04,경기도,성남시 수정구,1165,1267,30884,2222,4483,897,1541,5693,10043,2740,1146,451
2019,05,경기도,성남시 수정구,1189,1180,28996,2000,3809,990,1390,5202,9611,2786,1103,547
2019,06,경기도,성남시 수정구,1168,1169,29020,2246,4315,845,1376,5543,9824,2818,1088,545
2019,07,경기도,성남시 수정구,1207,1050,32595,2301,4445,1511,1466,6090,10900,3138,1250,608
2019,08,경기도,성남시 수정구,1533,755,34326,2309,5111,1502,1442,6212,11405,3185,1206,569
2019,09,경기도,성남시 수정구,886,474,29531,2226,4320,898,1365,5482,9734,2637,1128,402
2019,10,경기도,성남시 수정구,657,316,29519,2395,4148,823,1341,5850,9698,2666,1054,473
2019,11,경기도,성남시 수정구,701,378,29991,2646,3985,1091,1481,5923,10131,2843,1039,475
2019,12,경기도,성남시 수정구,1496,913,28331,2782,4110,1057,1383,5168,9172,2728,1139,537
2019,02,경기도,성남시 중원구,676,133,47360,5262,7494,2028,2671,8682,12086,3069,1177,393
2019,03,경기도,성남시 중원구,1286,305,52004,6387,8018,1825,2809,10034,15367,3116,1434,445
2019,04,경기도,성남시 중원구,972,185,47049,6596,6921,1575,2597,9606,13563,2991,1334,470
2019,05,경기도,성남시 중원구,1151,178,40660,5651,5752,1612,2524,8121,11908,2768,1289,465
2019,06,경기도,성남시 중원구,1007,145,45349,5910,6493,1608,2993,8743,13306,2755,1316,457
2019,07,경기도,성남시 중원구,985,173,55205,6404,7493,2791,3216,9398,14085,3256,1402,535
2019,08,경기도,성남시 중원구,1224,205,49957,6814,7424,2748,2882,9505,14476,3066,1289,465
2019,09,경기도,성남시 중원구,799,99,41980,6475,5932,1476,2390,8126,12625,2558,1423,457
2019,10,경기도,성남시 중원구,480,102,46973,6878,6387,1376,2496,8817,12699,3025,1490,410
2019,11,경기도,성남시 중원구,459,45,48439,7186,6068,1955,2507,8867,12757,3142,1297,465
2019,12,경기도,성남시 중원구,1062,110,46565,7229,5824,1859,2534,8590,12026,2903,1339,400
2019,02,경기도,수원시 권선구,639,52,66112,3975,10972,3640,4697,14609,19300,5333,2445,608
2019,03,경기도,수원시 권선구,1176,126,24953,1430,4086,1327,2084,4724,7359,2301,1150,319
2019,04,경기도,수원시 권선구,752,109,18103,1118,2873,840,1785,3266,5154,1739,840,227
2019,05,경기도,수원시 권선구,766,111,17278,1088,2706,1048,1634,3319,4729,1633,804,217
2019,06,경기도,수원시 권선구,709,109,19934,1301,3405,946,1812,3473,5618,1912,892,231
2019,07,경기도,수원시 권선구,658,161,21641,1658,3241,1993,1890,3444,5990,1919,926,236
2019,08,경기도,수원시 권선구,678,229,22609,1665,3653,1921,1832,3953,6248,2034,917,234
2019,09,경기도,수원시 권선구,433,114,19010,1697,2938,1138,1461,3528,5464,1779,709,197
2019,10,경기도,수원시 권선구,591,167,15978,1486,2418,978,1377,3015,4345,1359,723,155
2019,11,경기도,수원시 권선구,714,199,19174,1845,2934,1169,1529,3573,5428,1570,806,180
2019,12,경기도,수원시 권선구,1665,438,20181,2062,3072,1428,1737,3562,5366,1731,851,282
2019,02,경기도,수원시 영통구,345,190,94999,5585,17114,5109,4642,18465,33951,6542,2368,719
2019,03,경기도,수원시 영통구,579,658,39195,2304,6366,1852,2197,7968,13725,2898,1006,299
2019,04,경기도,수원시 영통구,417,338,29915,2119,4816,1183,1944,6137,10390,2206,666,247
2019,05,경기도,수원시 영통구,410,326,28352,1850,4359,1450,1916,5761,9748,2079,741,209
2019,06,경기도,수원시 영통구,336,208,29326,2296,4746,1272,1860,5941,10058,2084,654,277
2019,07,경기도,수원시 영통구,318,253,35294,2150,5636,3106,2281,6356,11881,2527,799,284
2019,08,경기도,수원시 영통구,304,232,34763,2130,5627,2445,1940,6904,11862,2610,782,324
2019,09,경기도,수원시 영통구,239,268,28123,2268,4407,1304,1545,6118,9179,2257,673,250
2019,10,경기도,수원시 영통구,209,165,29939,2418,4412,1563,1699,6333,10061,2230,773,241
2019,11,경기도,수원시 영통구,295,232,24293,1891,3830,1162,1321,5254,8041,1747,696,229
2019,12,경기도,수원시 영통구,850,577,10097,709,1599,605,600,2166,3212,764,277,105
2019,02,경기도,수원시 장안구,567,422,66250,3528,11848,4254,4063,10939,22687,5661,2236,688
2019,03,경기도,수원시 장안구,1134,966,16576,1070,2637,703,974,2715,5796,1571,648,331
2019,04,경기도,수원시 장안구,821,685,10538,722,1452,383,643,1656,3772,1079,430,318
2019,05,경기도,수원시 장안구,683,508,9892,764,1227,466,682,1690,3396,926,423,249
2019,06,경기도,수원시 장안구,603,450,10008,748,1414,348,635,1481,3635,1024,409,218
2019,07,경기도,수원시 장안구,551,407,11259,855,1457,556,716,1588,4168,1178,408,255
2019,08,경기도,수원시 장안구,534,358,10789,658,1340,637,651,1637,3951,1155,497,225
2019,09,경기도,수원시 장안구,429,307,9629,785,1283,386,461,1710,3347,931,451,224
2019,10,경기도,수원시 장안구,542,408,10079,755,1464,403,583,1672,3400,1014,450,278
2019,11,경기도,수원시 장안구,698,493,9615,783,1290,334,588,1696,3211,993,486,150
2019,12,경기도,수원시 장안구,1693,1100,8956,573,1130,501,610,1517,2973,895,523,141
2019,02,경기도,수원시 팔달구,510,986,38900,1762,5484,1829,3440,7791,12150,3852,1422,544
2019,03,경기도,수원시 팔달구,899,1642,18598,620,1613,837,2178,3559,5233,2492,1004,367
2019,04,경기도,수원시 팔달구,635,1203,14823,384,1166,641,1885,3032,3836,2228,747,313
2019,05,경기도,수원시 팔달구,573,1321,14761,585,1113,686,1670,2882,3866,2263,934,312
2019,06,경기도,수원시 팔달구,506,1242,14559,549,1255,595,1616,2791,4017,2100,856,295
2019,07,경기도,수원시 팔달구,487,1092,15574,884,1132,942,1731,2821,4095,2335,834,354
2019,08,경기도,수원시 팔달구,502,1136,15523,680,1226,891,1684,2829,4474,2301,762,326
2019,09,경기도,수원시 팔달구,341,725,6466,288,425,229,729,1362,1597,1023,405,146
2019,10,경기도,수원시 팔달구,349,732,5997,179,479,223,759,1191,1539,946,435,146
2019,11,경기도,수원시 팔달구,525,912,6451,242,460,204,770,1448,1526,969,486,170
2019,12,경기도,수원시 팔달구,1440,2179,7212,714,414,371,884,1374,1663,1101,420,171
2019,02,경기도,시흥시,1483,1138,64304,2440,10286,3790,4997,14275,19895,5034,1338,574
2019,03,경기도,시흥시,2538,1958,81401,5227,10452,3155,5512,22150,25700,5643,1668,630
2019,04,경기도,시흥시,1819,1439,71829,4115,8059,2125,5287,20487,23115,5381,1455,670
2019,05,경기도,시흥시,1849,1381,66970,3965,7372,3003,5149,18018,21462,5012,1347,671
2019,06,경기도,시흥시,1740,1406,74031,5541,9357,2600,5329,19478,23287,4971,1559,730
2019,07,경기도,시흥시,1409,1183,84936,4747,10897,5686,7025,21433,26031,5647,1603,703
2019,08,경기도,시흥시,1384,1102,92298,5078,13117,5710,5760,23738,28943,6080,1720,709
2019,09,경기도,시흥시,1061,744,68992,4305,8078,2292,4636,19215,22285,5169,1538,603
2019,10,경기도,시흥시,1044,715,73830,4943,8746,2802,4727,20589,23646,5335,1531,575
2019,11,경기도,시흥시,1128,918,74758,5688,8919,2838,4836,21253,23052,5072,1531,578
2019,12,경기도,시흥시,2645,2276,80460,7229,9410,3381,5181,21608,24693,5492,1753,661
2019,02,경기도,안산시 단원구,1568,2082,76403,5980,12729,5060,5752,14107,22913,6299,2634,677
2019,03,경기도,안산시 단원구,2884,3788,82995,7121,12426,4249,6271,16852,25314,7075,2728,649
2019,04,경기도,안산시 단원구,1890,2432,73760,6792,10685,2901,6090,15351,22349,6380,2533,651
2019,05,경기도,안산시 단원구,1719,2362,70279,6255,9783,3832,6086,14386,20637,6164,2141,641
2019,06,경기도,안산시 단원구,1326,1928,71416,6480,10014,3201,5868,14735,21771,5954,2483,690
2019,07,경기도,안산시 단원구,1309,1867,81841,7672,11766,6775,6061,15900,23770,6323,2733,828
2019,08,경기도,안산시 단원구,1390,2112,90563,8533,14411,6464,5803,18128,27113,6404,2679,744
2019,09,경기도,안산시 단원구,926,1417,68923,7864,9360,2883,4901,14772,20966,5192,2169,599
2019,10,경기도,안산시 단원구,938,1366,59739,6726,7653,2786,4472,13174,17617,4606,2066,577
2019,11,경기도,안산시 단원구,917,1305,67446,7958,9171,3016,4920,14348,19628,5348,2177,546
2019,12,경기도,안산시 단원구,2066,2841,72161,8030,10010,4069,5044,15100,21112,5531,2554,626
2019,02,경기도,안산시 상록구,1081,376,62011,3846,11030,4570,5010,10329,18554,5493,2072,1075
2019,03,경기도,안산시 상록구,2046,606,63385,4646,10088,3213,5140,11632,18866,6604,2057,1124
2019,04,경기도,안산시 상록구,1490,553,58941,4776,9335,2479,4883,11433,17147,5899,1957,1011
2019,05,경기도,안산시 상록구,1558,502,54444,4453,7975,2965,4439,10270,16064,5507,1762,983
2019,06,경기도,안산시 상록구,1341,532,61070,5063,9614,2860,5325,11673,17968,5698,1894,941
2019,07,경기도,안산시 상록구,1265,567,68495,5341,10881,5293,5616,12361,19552,6346,2121,955
2019,08,경기도,안산시 상록구,1557,606,71641,6088,12257,5276,4878,12875,20969,6376,2070,819
2019,09,경기도,안산시 상록구,1098,515,54802,5286,8546,2337,4112,10636,15805,5127,1943,962
2019,10,경기도,안산시 상록구,940,434,46352,4520,6458,2316,3542,9552,13475,4218,1460,736
2019,11,경기도,안산시 상록구,1054,514,52592,5242,7632,2514,3907,10371,15202,5121,1733,852
2019,12,경기도,안산시 상록구,2499,1476,55765,5742,7379,3514,4409,10746,15698,5299,1973,980
2019,02,경기도,안성시,521,304,44656,7844,8225,2128,1891,7638,11714,3007,1521,491
2019,03,경기도,안성시,993,689,49288,10455,7793,1932,2029,9076,12412,3207,1608,550
2019,04,경기도,안성시,666,423,46050,10915,6590,1570,1925,8730,11116,2999,1409,595
2019,05,경기도,안성시,757,494,44340,10269,6808,1876,2148,7981,10445,2936,1248,495
2019,06,경기도,안성시,702,451,46822,10391,7796,1604,2274,8555,11301,2868,1410,491
2019,07,경기도,안성시,652,432,53164,11023,8577,2967,2768,9348,12860,3354,1624,549
2019,08,경기도,안성시,714,503,58289,11784,10570,2688,2572,10416,14507,3581,1605,511
2019,09,경기도,안성시,555,422,46517,11348,7129,1262,1936,8329,10987,2998,1338,492
2019,10,경기도,안성시,363,246,50664,11858,7381,1773,2074,8627,11493,3200,1378,535
2019,11,경기도,안성시,474,354,49495,11739,6909,1743,1875,8339,11197,2817,1288,373
2019,12,경기도,안성시,1110,792,51090,12031,7119,2130,2240,8753,11205,2975,1530,527
2019,02,경기도,안양시 동안구,529,511,103527,139,981,1138,3446,23652,52550,8670,2579,645
2019,03,경기도,안양시 동안구,997,1107,112871,156,711,804,3298,25928,56025,9539,2994,643
2019,04,경기도,안양시 동안구,797,790,102323,111,570,494,3396,25489,49304,8469,2629,565
2019,05,경기도,안양시 동안구,756,845,94688,130,494,806,3178,23125,45660,8202,2370,574
2019,06,경기도,안양시 동안구,693,847,95339,180,546,662,3348,23449,45281,7621,2361,506
2019,07,경기도,안양시 동안구,626,780,113992,184,753,1671,3994,26618,53963,9703,2672,563
2019,08,경기도,안양시 동안구,748,852,119274,161,877,1610,3593,28341,56491,9644,2571,592
2019,09,경기도,안양시 동안구,465,494,88272,149,452,454,2544,22588,41220,6647,1826,376
2019,10,경기도,안양시 동안구,462,500,83757,111,365,501,2482,21117,39295,6233,1853,394
2019,11,경기도,안양시 동안구,479,554,100038,140,619,751,2880,25664,45641,7414,2030,439
2019,12,경기도,안양시 동안구,1476,1532,107253,128,672,1238,3180,26639,48402,8253,2352,496
2019,02,경기도,안양시 만안구,734,703,39723,78,391,622,2069,8910,17337,4246,1634,399
2019,03,경기도,안양시 만안구,1256,1610,42660,92,223,541,2107,9570,18346,4563,1677,366
2019,04,경기도,안양시 만안구,958,1046,40590,67,158,338,1991,9892,17422,4171,1528,407
2019,05,경기도,안양시 만안구,879,823,38157,84,167,525,2065,8645,16293,3969,1446,399
2019,06,경기도,안양시 만안구,850,789,37388,924,128,1572,1841,8603,14593,3464,1316,328
2019,07,경기도,안양시 만안구,891,862,45051,95,247,914,2230,10480,18987,4624,1465,401
2019,08,경기도,안양시 만안구,897,905,46551,78,243,846,2071,10449,20061,4725,1665,409
2019,09,경기도,안양시 만안구,779,783,35343,107,166,282,1604,8835,14096,3327,1286,427
2019,10,경기도,안양시 만안구,679,661,34855,97,194,392,1623,9062,13828,3416,1010,311
2019,11,경기도,안양시 만안구,794,872,39858,412,166,562,1844,9894,15967,3545,1226,403
2019,12,경기도,안양시 만안구,2096,2315,41775,685,200,961,1797,10091,15855,4051,1404,456
2019,02,경기도,양주시,802,310,39387,1630,7267,2558,2360,7305,13476,2489,1290,712
2019,03,경기도,양주시,1608,696,44513,2311,7520,2489,2509,9080,15209,3010,1377,732
2019,04,경기도,양주시,1100,468,40256,2199,6558,1803,2465,8338,13745,2786,1366,744
2019,05,경기도,양주시,1154,483,37079,2131,5899,1803,2227,8112,12252,2515,1211,655
2019,06,경기도,양주시,1177,523,41239,2237,6829,1964,2291,8345,14311,2739,1212,729
2019,07,경기도,양주시,1057,468,44935,2348,7387,3226,2724,8922,14818,3159,1284,724
2019,08,경기도,양주시,1275,572,48493,2499,7897,3347,2623,9652,16700,3346,1331,691
2019,09,경기도,양주시,899,378,36571,2239,5740,1677,2113,7592,12617,2620,1093,605
2019,10,경기도,양주시,607,293,31667,1963,4840,1453,1818,6866,10681,2229,931,571
2019,11,경기도,양주시,488,213,50394,2953,7094,2102,2587,13123,16572,3529,1310,784
2019,12,경기도,양주시,1065,666,50930,3072,7188,2768,2716,12259,16362,3679,1626,850
2019,02,경기도,양평군,307,268,16882,622,2546,1095,962,2408,4429,2094,1719,820
2019,03,경기도,양평군,906,766,19475,1068,2476,893,1367,3108,5203,2452,1590,804
2019,04,경기도,양평군,649,619,18466,1068,2333,689,1277,3161,5112,2239,1384,694
2019,05,경기도,양평군,650,558,16117,928,1852,805,1230,2653,4220,2064,1273,639
2019,06,경기도,양평군,549,493,17316,933,2313,766,1084,2861,4706,2153,1400,640
2019,07,경기도,양평군,484,496,20467,1013,2527,1266,1075,3419,5564,2453,1837,752
2019,08,경기도,양평군,580,486,22428,1315,3166,1272,1055,3655,6090,2664,1972,774
2019,09,경기도,양평군,538,438,19188,1304,2308,644,1178,3548,5170,2265,1717,756
2019,10,경기도,양평군,509,473,12459,935,1799,498,684,2210,3483,1174,831,382
2019,11,경기도,양평군,472,461,17507,869,2063,855,1114,3109,4708,2121,1456,705
2019,12,경기도,양평군,1013,820,17917,969,1956,943,916,2979,4964,2313,1705,805
2019,02,경기도,여주시,721,565,20794,797,3582,1302,1315,4357,5411,1998,1228,368
2019,03,경기도,여주시,1135,877,21262,824,3269,1325,1265,4723,5937,2255,1115,397
2019,04,경기도,여주시,750,565,20824,1054,3030,779,1250,4735,6074,2079,1109,345
2019,05,경기도,여주시,674,438,18986,802,2895,971,1067,4520,5283,1875,1128,310
2019,06,경기도,여주시,696,428,19847,789,3076,880,1320,4315,5614,1908,1188,332
2019,07,경기도,여주시,583,357,24361,984,4025,1561,1442,5234,6634,2218,1416,442
2019,08,경기도,여주시,653,422,26208,1326,4879,1366,1390,5835,7170,2162,1510,408
2019,09,경기도,여주시,441,309,20347,1145,3026,803,1108,4784,5682,1797,1291,335
2019,10,경기도,여주시,397,281,16768,742,2303,824,968,4125,4774,1526,1030,327
2019,11,경기도,여주시,335,230,19916,1035,2855,861,1017,5112,5534,1785,1171,423
2019,12,경기도,여주시,733,584,20988,1113,2735,1208,1281,4821,5651,2181,1472,458
2019,02,경기도,연천군,420,267,8030,1134,2065,344,820,1145,1510,519,331,102
2019,03,경기도,연천군,566,321,8988,1490,2353,291,587,1447,1775,519,345,99
2019,04,경기도,연천군,345,168,8954,1646,2382,213,840,1257,1605,544,260,108
2019,05,경기도,연천군,333,128,8496,1512,1931,420,737,1252,1528,521,359,144
2019,06,경기도,연천군,224,75,8169,1151,2083,272,514,1373,1627,457,445,171
2019,07,경기도,연천군,207,74,9851,1492,2295,624,746,1510,1887,505,496,194
2019,08,경기도,연천군,235,85,10701,1713,2492,550,654,1964,1934,635,542,132
2019,09,경기도,연천군,187,83,8530,1279,1802,205,682,1784,1535,549,492,137
2019,10,경기도,연천군,238,140,7537,1302,1551,247,895,1261,1436,493,258,44
